進出口別,日期,貨品號列,中文貨名,英文貨名,國家,美元(千元),重量(公噸)
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,孟加拉,31,1.043
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,拉脫維亞,85,1.17
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,波多黎各,0,0
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,波蘭,14834,319.972
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,法國,3474,38.467
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,法屬玻里尼西亞,0,0.002
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,芬蘭,222,2.252
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,阿拉伯聯合大公國,129,2.63
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,阿根廷,145,2.071
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,保加利亞,456,2.879
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,南非,941,19.173
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,南韓,6997,126.732
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,哈薩克,26,0.271
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,柬埔寨,4667,50.633
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,科威特,4,0.064
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,美國,272321,4755.915
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,茅利塔尼亞,0,0.002
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,英國,4742,69.465
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,香港,29132,509.592
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,哥倫比亞,752,18.046
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,哥斯大黎加,24,0.673
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,挪威,431,6.911
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,泰國,7370,51.116
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,烏克蘭,5749,143.868
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,烏拉圭,13,0.011
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,秘魯,1,0.003
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,紐西蘭,76,1.832
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,紐喀里多尼亞,7,0.25
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,馬來西亞,31906,600.343
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,馬爾地夫,2,0.006
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,捷克,5946,88.311
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,荷蘭,36749,731.737
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,斯洛伐克,319,3.48
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,斯洛維尼亞,1227,19.32
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,智利,620,9.704
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,菲律賓,27042,529.015
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,越南,38213,14500.365
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,塞爾維亞,3,0.03
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,奧地利,282,3.064
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,愛沙尼亞,597,11.765
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,愛爾蘭,486,7.499
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,新加坡,4095,88.341
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,瑞士,2224,26.671
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,瑞典,2080,31.444
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,義大利,2339,28.858
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,葡萄牙,799,13.81
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,蒙特內哥羅,4,0.01
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,德國,15081,163.87
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,摩納哥,12,0.237
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,墨西哥,2615,27.624
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,澳大利亞,3229,61.86
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,盧森堡,3,0.004
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,薩爾瓦多,6,0.047
出口總值(含復出口),113年,850760,鋰離子蓄電池, Lithium-ion,羅馬尼亞,843,8.966
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,土耳其,272,3.51
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,中國大陸,19950,470.229
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,丹麥,247,1.057
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,巴西,302,2.48
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,巴拿馬,2,0.016
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,日本,41421,623.541
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,比利時,2162,28.63
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,以色列,409,6.838
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,加拿大,17895,352.061
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,卡達,18,0.029
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,立陶宛,3944,72.469
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,匈牙利,4671,44.261
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,印尼,4524,47.973
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,印度,2494,77.227
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,吐瓦魯,27,0.55
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,百慕達,38,0.58
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,西班牙,14784,270.612
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,克羅埃西亞,366,5.64
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,宏都拉斯,12,0.363
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,希臘,46,0.497
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,沙烏地阿拉伯,30,0.074
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,貝里斯,1,0.01
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,亞塞拜然,0,0.001
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,其他國家,118,1.868
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,孟加拉,10,0.426
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,帛琉,0,0.001
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,拉脫維亞,78,0.614
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,波蘭,28509,697.165
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,法國,1743,18.755
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,芬蘭,47,0.213
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,阿拉伯聯合大公國,711,14.621
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,阿根廷,60,0.224
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,阿爾及利亞,0,0.002
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,保加利亞,751,6.181
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,南非,64,0.44
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,南韓,7205,177.89
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,柬埔寨,7943,79.087
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,約旦,7,0.06
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,美國,362465,6503.646
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,英國,2753,45.07
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,香港,32298,664.377
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,哥倫比亞,827,26.989
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,哥斯大黎加,19,0.479
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,挪威,653,14.524
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,泰國,15696,150.643
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,紐西蘭,61,1.15
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,紐喀里多尼亞,7,0.273
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,馬來西亞,26742,590.294
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,馬爾地夫,122,1.939
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,捷克,7122,119.733
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,荷蘭,33830,709.557
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,幾內亞,2790,121.485
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,斯洛伐克,191,3.038
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,斯洛維尼亞,341,4.128
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,智利,15,0.06
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,菲律賓,15591,447.492
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,越南,28164,342.051
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,奧地利,8095,236.052
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,愛沙尼亞,252,6.305
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,愛爾蘭,93,0.674
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,新加坡,5449,113.504
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,瑞士,684,6.877
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,瑞典,2332,39.49
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,義大利,1853,22.607
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,葡萄牙,27,0.231
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,德國,21150,383.72
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,模里西斯,0,0.005
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,墨西哥,2363,31.062
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,澳大利亞,3796,106.931
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,盧森堡,27,0.276
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,羅馬尼亞,2837,29.173
出口總值(含復出口),114年,850760,鋰離子蓄電池, Lithium-ion,關島,1,0.008
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,土耳其,16,0.366
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,中國大陸,2623,57.377
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,丹麥,37,0.246
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,厄瓜多,0,0
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,巴西,22,0.083
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,日本,18313,438.545
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,比利時,1163,15.919
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,以色列,64,1.073
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,加拿大,5013,89.102
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,立陶宛,344,6.63
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,匈牙利,1303,12.544
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,印尼,1636,14.352
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,印度,471,19.338
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,西班牙,83,1.378
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,克羅埃西亞,259,4.673
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,希臘,5,0.07
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,沙烏地阿拉伯,0,0.001
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,汶萊,1,0.002
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,其他國家,14,0.222
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,奈及利亞,0,0.001
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,波蘭,1716,37.581
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,法國,911,8.236
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,芬蘭,13,0.159
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,阿拉伯聯合大公國,9,0.091
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,保加利亞,103,0.522
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,南非,26,0.057
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,南韓,236,4.235
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,柬埔寨,141,1.135
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,美國,109024,1860.035
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,英國,772,12.254
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,香港,5908,105.004
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,剛果民主共和國,39,0.135
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,哥倫比亞,444,12.845
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,泰國,1364,19.916
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,紐西蘭,22,0.28
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,馬來西亞,12162,304.68
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,馬爾他,2,0.025
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,捷克,1426,17.721
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,荷蘭,7191,89.89
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,斯洛伐克,52,0.944
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,斯洛維尼亞,100,1.62
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,菲律賓,3048,106.629
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,越南,6325,88.241
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,奧地利,5698,135.213
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,愛爾蘭,20,0.126
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,新加坡,977,15.333
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,瑞士,212,2.126
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,瑞典,225,3.165
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,義大利,602,8.391
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,葡萄牙,3,0.005
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,德國,5110,55.091
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,墨西哥,1011,16.991
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,澳大利亞,485,13.496
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,盧森堡,29,0.267
出口總值(含復出口),115年1月~115年3月(初步值),850760,鋰離子蓄電池, Lithium-ion,羅馬尼亞,142,1.444
